date,page,title,tenure,location,salary,industry,education,prior_experience,signing_bonus,stock_or_bonus,total_comp,extra_col,tenure_clean,location_clean,salary_pre_clean,salary_clean,salary_currency,FX,salary_usd
2019,3,senior analytics consultant,2+yrs,canada,cad 80-85k,consulting,economics ba,internship,,,,,2.0,canada,cad 80-85k,82500.0,CAD,1.2946803318692046,63722.29342581423
2019,3,data scientist,2 years,north carolina,$100k,healthcare,ms,none,lol,~2k,$102k,,2.0,"north carolina, us",$100k,100000.0,USD,1.0,100000.0
2019,3,head scientist,6 months,sf bay area,$120k,tech startup,phd,academia,stock and/or recurring bonuses: tbd,total comp: 120k,,,0.5,"bay area, us",$120k,120000.0,USD,1.0,120000.0
2019,3,data scientist i,1 year,east coast city,$95k,nonprofit,ms business analytics,~10 years of highly quantitative market research,none,possible profit-sharing,~$100k?,,1.0,"east coast, us",$95k,95000.0,USD,1.0,95000.0
2019,3,data analyst,1 year,chicago,$60k,marketing,bachelors in mech eng from an ivy,internships not in the industry/field/position,,,,,1.0,"chicago, us",$60k,60000.0,USD,1.0,60000.0
2019,3,analytics manager,1 year,seattle,$110k,tech,math undergrad degree,3 years analytics consulting,stock and/or recurring bonuses: 20k bonus,total comp: 130k,"started as an analyst, then lead a small team when consulting. now manage 7 person team after i went full time for my client. expecting a promotion at the end of this year or will find one in the market. targeting around 160k based on what i do and what others in similar roles make i know, as my work had expanded a lot but not my title or pay in the last year.",,1.0,"seattle, us",$110k,110000.0,USD,1.0,110000.0
2019,3,data scientist, 1 year,"bay area, ca","$450,000",internet media,berkeley physics phd,2 years,signing bonus: $0,"stock bonus: $25,000","$475,000",,1.0,"bay area, us","$450,000",450000.0,USD,1.0,450000.0
2019,3,reporting analyst,2 yr,chattanooga tn,"~$58,000",insurance,"b.s. , just started ms analytics",none,,5% annual bonus,~60k,,2.0,"chattanooga, us","~$58,000",58000.0,USD,1.0,58000.0
2019,3,senior data scientist,1.5 years,bay area,$180k,tech,ba economics,4 years in data analysis in tech,stock and/or recurring bonuses: 35k stocks/15% bonus,relocation/sign-on bonus: 25k,240k,,1.5,"bay area, us",$180k,180000.0,USD,1.0,180000.0
2019,3,senior analyst, 6mo,seattle,85k,company: academia/public health,phd,postdoc/none,total compensation: ~100k,,,,0.5,"seattle, us",85k,85000.0,USD,1.0,85000.0
2019,3,product analyst,years of experience: 7,sf/bay area,base  $170k,tech,phd,annual stock vest: 130k,bonus: ~10% of base,total comp: 320k,,,,"bay area, us",  $170k,170000.0,USD,1.0,170000.0
2019,3,data scientist,just started in october 2019,sf bay area,$120k,tech,ms,0 full time experience,$5k,nothing,$125k,,,"bay area, us",$120k,120000.0,USD,1.0,120000.0
2019,3,data scientist,1 year,south florida,80k,b2b logistics,ms econ in usa,1 year as a data scientist,2k,na,80k,,1.0,"florida, us",80k,80000.0,USD,1.0,80000.0
2019,3,senior consultant data scientist,1 year,nova/dc,"$115,000",technology consulting,"b.s, mechanical engineering",consultant - data analyst at accenture for ~ 3 years,n/a,will find out soon after appraisals are done,salary + annual bonus,,1.0,"washington dc, us","$115,000",115000.0,USD,1.0,115000.0
2019,3,research investigator,1.2 years,greater philly area,"117,000",top 10 pharmaceutical company,"ph.d. bioinformatics, bs computer science",one summer internship as an undergrad at a biotech company plus relevant research experience during my phd,"relocation totally handled, but i'm on the hook to pay it back if i leave within 2 years","8% bonus target per year, plus company- and personal-performance multipliers",~125-130k,,1.2,"philadelphia, us","117,000",117000.0,USD,1.0,117000.0
2019,3,bi analyst,~1 years,chicago,48k,logistics & supply chain,bs,logistics & supply chain,stock and/or recurring bonuses: n/a,total comp: 48k,,,1.0,"chicago, us",48k,48000.0,USD,1.0,48000.0
2019,3,data scientist,1 year,nyc,80k,fintech,ba econ,"1 year as data analyst, different industry",0,15%,~90k,,1.0,"new york, us",80k,80000.0,USD,1.0,80000.0
2019,3,researcher,~5 years,nyc,$200k,tech,master's,advertising analytics,stock and/or recurring bonuses: $35k rsu/$40k bonus,total comp: $275k,,,5.0,"new york, us",$200k,200000.0,USD,1.0,200000.0
2019,3,lead data engineer,< 1yr,toronto,130k,banking,some college,"~25yrs overall, ~8 in data engineering",40k,30k/yr rsu,~180k,,1.0,"toronto, canada",130k,130000.0,USD,1.0,130000.0
2019,3,business analyst i,6 months,chicago,"$59,000",large tech company,"ba , self-taught sql/python",n/a,n/a,"~$10,000","$80,000",,0.5,"chicago, us","$59,000",59000.0,USD,1.0,59000.0
2019,3,senior data scientist,~1 year,washington dc,121k,finance,phd,"~1 year, senior ds",15k,3-5% base,125k,,1.0,"washington dc, us",121k,121000.0,USD,1.0,121000.0
2019,3,data analyst,2.5 years,"austin, tx","$96,000",ecommerce software,"liberal arts master's degree, also a night bootcamp",,none,nothing recurring,"$96,000",,2.5,"texas, us","$96,000",96000.0,USD,1.0,96000.0
2019,3,data scientist,4 years,boonies,"100,400",finance,masters in statistics,none,none,7200,"107,600",,4.0,boonies,"100,400",100400.0,USD,1.0,100400.0
2019,3,data scientist,haven't started yet,"austin, tx",$65k,large automaker,b.s. comp sci,,"not sure, but i know others who also moved from my area and they report about $12k.",recurring 10% annual raise for 3 yrs,$85k,,,"texas, us",$65k,65000.0,USD,1.0,65000.0
2019,3,marketing coordinator,~5 years,ohio,$30k,multifamily housing,bfa ballet and bs political science,none,stock and/or recurring bonuses: none,total comp: 30k,,,5.0,"ohio, us",$30k,30000.0,USD,1.0,30000.0
2019,3,senior data scientist,8 months,denver,"$130,000",,phd,3 years at 2 companies as a ds,1k relocation,10% annual bonus + stock stuff,"$130-143,000",,0.6666666666666666,"denver, us","$130,000",130000.0,USD,1.0,130000.0
2019,3,senior systems analyst,"about 6 months full-time, before that was part-time as i finished my ms",boston,95k,finance,"undergrad math, ms applied statistics","grad school projects, internship here, part-time here while finishing school",n/a,~20% annual bonus,~ $115k,,0.5,"boston, us",95k,95000.0,USD,1.0,95000.0
